,DATUMVOLEB,OBVOD,CKAND,VSTRANA,JMENO,PRIJMENI,TITULPRED,TITULZA,VEK,POVOLANI,BYDLISTEN,BYDLISTEK,PSTRANA,NSTRANA,PLATNOST,HLASY_K1,PROC_K1,URIZ_PR_K1,ZVOLEN_K1,LOS_K1,HLASY_K2,PROC_K2,URIZ_PR_K2,ZVOLEN_K2,LOS_K2,NAZEV_VS
1575,2008-10-17,3,1,5,Petr,Němec,Ing.,,53.0,podnikatel,Cheb,554481.0,5.0,5.0,A,1170,3.71,3.7180627939494,0,0,0,0.0,0.0,0,0,Strana zelených
1576,2008-10-17,3,2,47,František,Podlipský,JUDr.,,58.0,právník,Bor,560758.0,47.0,47.0,A,6316,20.07,20.07118342443116,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1577,2008-10-17,3,3,7,Miroslav,Nenutil,Mgr.,,50.0,starosta,Stříbro,561215.0,7.0,7.0,A,8373,26.6,26.60798271259692,2,0,15879,67.36,67.36096381453358,1,0,Česká strana sociálně demokratická
1578,2008-10-17,3,4,155,Jaromír,Dušek,,,56.0,železničář,Dolní Dobrouč,580121.0,99.0,155.0,A,1766,5.61,5.61205033685013,0,0,0,0.0,0.0,0,0,SDŽ - Strana důstojného života
1579,2008-10-17,3,5,80,Ivo,Mlátilík,,,47.0,starosta,Františkovy Lázně,554529.0,99.0,80.0,A,6933,22.03,22.03190542773611,2,0,7694,32.63,32.63903618546642,0,0,Nezávislí kandidáti
1580,2008-10-17,3,6,53,Jan,Svoboda,MUDr.,,51.0,starosta,Cheb,554481.0,53.0,53.0,A,5838,18.55,18.5521799923732,0,0,0,0.0,0.0,0,0,Občanská demokratická strana
1581,2008-10-17,3,7,172,Oldřich,Dvorský,,,58.0,vedoucí dřevařské výroby,Přimda,561151.0,99.0,172.0,A,1072,3.4,3.40663531206304,0,0,0,0.0,0.0,0,0,NEZÁVISLÍ DEMOKRATÉ
1582,2008-10-17,6,1,640,Zdeněk,Renc,,,61.0,diplomovaný oční optik a optom,Rakovník,541656.0,102.0,102.0,A,817,2.08,2.08068048693526,0,0,0,0.0,0.0,0,0,STŘEDOČEŠI
1583,2008-10-17,6,2,704,Miroslav,Hylák,,,44.0,starosta obce,Postoloprty,566624.0,704.0,704.0,A,2502,6.37,6.37192482045535,0,0,0,0.0,0.0,0,0,Severočeši.cz
1584,2008-10-17,6,3,155,Bohuslav,Pichl,,,73.0,horník - důchodce,Plaňany,533581.0,155.0,155.0,A,200,0.5,0.50934650842968,0,0,0,0.0,0.0,0,0,SDŽ - Strana důstojného života
1585,2008-10-17,6,4,47,Václav,Beneš,,,55.0,starosta obce,Blatno,562998.0,47.0,47.0,A,8344,21.24,21.24993633168644,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1586,2008-10-17,6,5,129,Radovan,Šabata,,,52.0,technik stavební firmy,Louny,565971.0,99.0,129.0,A,1528,3.89,3.89140732440279,0,0,0,0.0,0.0,0,0,SNK Evropští demokraté
1587,2008-10-17,6,6,53,Jan,Kerner,Ing.,,44.0,starosta,Louny,565971.0,53.0,53.0,A,9051,23.05,23.05047623898538,2,0,10812,33.43,33.43124826072168,0,0,Občanská demokratická strana
1588,2008-10-17,6,7,167,František,Bušek,,,56.0,učitel škol 2. cyklu,Nové Strašecí,542164.0,99.0,167.0,A,1066,2.71,2.71481688993021,0,0,0,0.0,0.0,0,0,Hnutí na podporu dobrov.hasičů a dal.dobrovolníků
1589,2008-10-17,6,8,5,Svatopluk,Karásek,,,65.0,evangelický duchovní,Praha,1.0,99.0,5.0,A,1139,2.9,2.90072836550705,0,0,0,0.0,0.0,0,0,Strana zelených
1590,2008-10-17,6,9,626,Eva,Hůlová,,,43.0,starostka,Krušovice,541974.0,99.0,175.0,A,1289,3.28,3.28273824682931,0,0,0,0.0,0.0,0,0,Národní socialisté a Rozumní
1591,2008-10-17,6,10,172,Jaromír,Vápeník,,,44.0,obchodní ředitel,Postoloprty,566624.0,172.0,172.0,A,583,1.48,1.48474507207253,0,0,0,0.0,0.0,0,0,NEZÁVISLÍ DEMOKRATÉ
1592,2008-10-17,6,11,7,Marcel,Chládek,PhDr.,MBA,40.0,ředitel vzdělávacího institutu,Rakovník,541656.0,7.0,7.0,A,12747,32.46,32.46319971476595,2,0,21529,66.56,66.56875173927831,1,0,Česká strana sociálně demokratická
1593,2008-10-17,9,1,53,Zdeněk,Rokyta,Doc. MUDr.,CSc.,65.0,přednosta kliniky LF UK Plzeň,Plzeň,2.0,99.0,53.0,A,10975,27.28,27.28741919443063,2,0,14906,47.02,47.0205987192833,0,0,Občanská demokratická strana
1594,2008-10-17,9,2,55,Oldřich,Kodeda,Ing. arch.,,49.0,architekt,Plzeň,2.0,99.0,55.0,A,917,2.27,2.27996021879661,0,0,0,0.0,0.0,0,0,"Koruna Česká (monarch.str.Čech, Moravy a Slezska)"
1595,2008-10-17,9,3,47,Jiří,Valenta,PhDr. Mgr. et Mgr.,,42.0,odborný pracovník ve školství,Plzeň,2.0,47.0,47.0,A,5669,14.09,14.09497762307309,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1596,2008-10-17,9,4,103,Richard,Sequens,MUDr.,PhD.,52.0,chirurg,Plzeň,2.0,99.0,103.0,A,9830,24.44,24.44057682744903,0,0,0,0.0,0.0,0,0,Strana pro otevřenou společnost
1597,2008-10-17,9,5,7,Jiří,Bis,Ing.,,67.0,poradce pro energetiku,Plzeň,2.0,7.0,7.0,A,10694,26.58,26.58876181004475,2,0,16795,52.97,52.97940128071669,1,0,Česká strana sociálně demokratická
1598,2008-10-17,9,6,5,Vladimír,Líbal,BcA.,,53.0,vedoucí kulturní pracovník,Klabava,559911.0,99.0,5.0,A,2135,5.3,5.30830432620586,0,0,0,0.0,0.0,0,0,Strana zelených
1599,2008-10-17,12,1,47,Taťána,Jirousová,MUDr.,,54.0,lékařka,Soběslav,553131.0,47.0,47.0,A,6279,15.92,15.92159647031975,0,0,0,0.0,0.0,0,0,Komunistická strana Čech a Moravy
1600,2008-10-17,12,2,626,Vilém,Mikula,Mgr.,,45.0,výzkumník v NASA,Tábor,552046.0,99.0,175.0,A,777,1.97,1.97023100134391,0,0,0,0.0,0.0,0,0,Národní socialisté a Rozumní
1601,2008-10-17,12,3,53,Miroslav,Beneš,Ing.,,52.0,konzultant,České Budějovice,544256.0,53.0,53.0,A,8816,22.35,22.3546415802419,0,0,0,0.0,0.0,0,0,Občanská demokratická strana
1602,2008-10-17,12,4,5,Pavel,Buček,MUDr.,,53.0,lékař - stomatolog,Písek,549240.0,99.0,5.0,A,2390,6.06,6.06029870426249,0,0,0,0.0,0.0,0,0,Strana zelených
1603,2008-10-17,12,5,1,Josef,Kalbáč,Ing.,,68.0,senátor Parlamentu ČR,Třebohostice,551899.0,1.0,1.0,A,9183,23.28,23.28523974947384,2,0,14768,48.22,48.22519021650393,0,0,Křesťan.a demokrat.unie-Českosl.strana lidová
1604,2008-10-17,12,6,155,Iveta,Vilímková,Ing.,,40.0,podnikatelka,České Budějovice,544256.0,155.0,155.0,A,719,1.82,1.82316099094758,0,0,0,0.0,0.0,0,0,SDŽ - Strana důstojného života
1605,2008-10-17,12,7,7,Miroslav,Krejča,Ing. Bc.,CSc.,52.0,rektor VŠ technické a ekon. ČB,Písek,549240.0,7.0,7.0,A,11273,28.58,28.5848315034105,2,0,15855,51.77,51.77480978349606,1,0,Česká strana sociálně demokratická
